date,year,month,county,rainfall_mm,clim_mean,clim_sd,rain_anom,rain_3m_mm,rain_anom_3m
1982-04-01,1982,4,Baringo,70.89470348847217,55.290267157676894,25.935311425405434,0.601667590369077,95.97479379605024,-0.13820549239428032
1982-05-01,1982,5,Baringo,86.48773500491411,50.86434316977476,23.42716768065042,1.5206017355893326,174.1619375400054,0.8073421428873194
1982-06-01,1982,6,Baringo,19.720105731181608,37.96506843958146,15.124655493975114,-1.2063060025180545,177.1025442245679,0.8451038824788394
1982-07-01,1982,7,Baringo,29.73480152472472,50.707096555253386,15.625329322207063,-1.3421985929424463,135.94264226082043,-0.1088096318597876
1982-08-01,1982,8,Baringo,59.31259158696884,52.71282430693635,19.467189953102025,0.33902002784849006,108.76749884287517,-0.8448644033119823
1982-09-01,1982,9,Baringo,17.063008785859132,23.653280131979887,12.947685728278392,-0.508992223353651,106.11040189755269,-0.555081995702497
1982-10-01,1982,10,Baringo,40.85800154805183,27.8382556513283,11.06809545318097,1.1763311901128986,117.2336019208798,0.4340491392674902
1982-11-01,1982,11,Baringo,69.03158022684929,30.94603231254806,17.868223743249214,2.1314680441412266,126.95259056076026,1.784028085890963
1982-12-01,1982,12,Baringo,28.331105119754103,19.51664463727902,15.045790664753511,0.5858422916333648,138.22068689465524,1.849374001892796
1983-01-01,1983,1,Baringo,4.7365371630742,12.175140861792443,9.661411702721928,-0.7699292740648399,102.09922250967759,1.238286616747384
1983-02-01,1983,2,Baringo,18.25252128136464,12.433853668315798,12.624683151811952,0.4608961304675373,51.32016356419294,0.2055568665415718
1983-03-01,1983,3,Baringo,8.485376058480679,33.538288661190585,18.99697684721576,-1.3187841836203384,31.474434502919518,-0.954022899682283
1983-04-01,1983,4,Baringo,37.97234137852987,55.290267157676894,25.935311425405434,-0.6677354088828452,64.7102387183752,-0.9553853862061648
1983-05-01,1983,5,Baringo,43.793912542783296,50.86434316977476,23.42716768065042,-0.301804756058124,90.25162997979385,-1.1580253394417224
1983-06-01,1983,6,Baringo,44.41637480809138,37.96506843958146,15.124655493975114,0.4265423679289617,126.18262872940454,-0.45959228880625447
1983-07-01,1983,7,Baringo,58.89227617703951,50.707096555253386,15.625329322207063,0.5238404550074454,147.10256352791419,0.22907357167776934
1983-08-01,1983,8,Baringo,103.20180027301495,52.71282430693635,19.467189953102025,2.593542061679702,206.51045125814585,1.6868920257837614
1983-09-01,1983,9,Baringo,35.45637543507112,23.653280131979887,12.947685728278392,0.911598840966049,197.5504518851256,1.866194151643177
1983-10-01,1983,10,Baringo,37.19108640742608,27.8382556513283,11.06809545318097,0.8450262103052043,175.84926211551215,2.3867396477247595
1983-11-01,1983,11,Baringo,18.972991701272814,30.94603231254806,17.868223743249214,-0.6700744731718941,91.62045354377001,0.3680224032575438
1983-12-01,1983,12,Baringo,22.12835930066231,19.51664463727902,15.045790664753511,0.17358440786375776,78.2924374093612,-0.00026219711730377583
1984-01-01,1984,1,Baringo,3.5933851981774354,12.175140861792443,9.661411702721928,-0.8882506954130992,44.69473620011256,-0.6178463952586122
1984-02-01,1984,2,Baringo,3.0182284330710387,12.433853668315798,12.624683151811952,-0.7458108153703157,28.739972931910785,-0.5200461445357331
1984-03-01,1984,3,Baringo,8.258784424952971,33.538288661190585,18.99697684721576,-1.3307119569365922,14.870398056201445,-1.547908883980227
1984-04-01,1984,4,Baringo,25.401485311068026,55.290267157676894,25.935311425405434,-1.1524358183465164,36.67849816909204,-1.6880673229397727
1984-05-01,1984,5,Baringo,10.608706399721976,50.86434316977476,23.42716768065042,-1.7183313543831327,44.268976135742975,-2.2350421594723398
1984-06-01,1984,6,Baringo,15.871509038485014,37.96506843958146,15.124655493975114,-1.460764472281526,51.88170074927501,-2.3633687447552507
1984-07-01,1984,7,Baringo,41.63577155577831,50.707096555253386,15.625329322207063,-0.580552563879899,68.1159869939853,-2.1623624319472294
1984-08-01,1984,8,Baringo,21.338096974446223,52.71282430693635,19.467189953102025,-1.6116721215580823,78.84537756870955,-1.619912844515154
1984-09-01,1984,9,Baringo,20.78551461146428,23.653280131979887,12.947685728278392,-0.2214886567915581,83.75938314168882,-1.146923192090774
1984-10-01,1984,10,Baringo,18.169224452896,27.8382556513283,11.06809545318097,-0.8735948510141753,60.2928360388065,-1.462844842869965
1984-11-01,1984,11,Baringo,30.000021797265763,30.94603231254806,17.868223743249214,-0.05294373569951003,68.95476086162604,-0.5403503233427489
1984-12-01,1984,12,Baringo,14.17552561270885,19.51664463727902,15.045790664753511,-0.3549909169667203,62.344771862870616,-0.49247379578470035
1985-01-01,1985,1,Baringo,7.474828155835469,12.175140861792443,9.661411702721928,-0.48650371711545487,51.65037556581008,-0.3929407706937184
1985-02-01,1985,2,Baringo,12.2528459133246,12.433853668315798,12.624683151811952,-0.014337607749404676,33.90319968186892,-0.3541284630752263
1985-03-01,1985,3,Baringo,42.3324593764085,33.538288661190585,18.99697684721576,0.46292474776094755,62.06013344556857,0.13995313321097566
1985-04-01,1985,4,Baringo,92.15955618833884,55.290267157676894,25.935311425405434,1.4215865167728783,146.74486147807195,1.18880135015126
1985-05-01,1985,5,Baringo,70.2908288368812,50.86434316977476,23.42716768065042,0.8292289504186062,204.78284440162855,1.524552416274484
1985-06-01,1985,6,Baringo,39.25212885538737,37.96506843958146,15.124655493975114,0.08509684179706505,201.70251388060743,1.4754169124958048
1985-07-01,1985,7,Baringo,58.682734137315016,50.707096555253386,15.625329322207063,0.5104300471111657,168.2256918295836,0.8686076766671629
1985-08-01,1985,8,Baringo,31.046103096008306,52.71282430693635,19.467189953102025,-1.1129865821993241,128.98096608871072,-0.3212913539064779
1985-09-01,1985,9,Baringo,12.003936525491568,23.653280131979887,12.947685728278392,-0.8997240009498818,101.7327737588149,-0.6709988898393174
1985-10-01,1985,10,Baringo,10.499194411895214,27.8382556513283,11.06809545318097,-1.5665803852865978,53.5492340333951,-1.6874975651127164
1985-11-01,1985,11,Baringo,26.098687667113083,30.94603231254806,17.868223743249214,-0.27128296103110694,48.60181860449988,-1.3560349755488073
1985-12-01,1985,12,Baringo,5.773536130709526,19.51664463727902,15.045790664753511,-0.9134188300761288,42.37141820971784,-1.1089349514132765
1986-01-01,1986,1,Baringo,4.25769310089258,12.175140861792443,9.661411702721928,-0.8194918097392812,36.1299168987152,-0.8947837022394579
1986-02-01,1986,2,Baringo,3.227968998750051,12.433853668315798,12.624683151811952,-0.7291972843092286,13.25919823035217,-1.0175130136241186
1986-03-01,1986,3,Baringo,24.51373007114117,33.538288661190585,18.99697684721576,-0.4750523550473283,31.999392170783814,-0.9352464411810755
1986-04-01,1986,4,Baringo,72.46629002888997,55.290267157676894,25.935311425405434,0.662263991724733,100.20798909878121,-0.02756000009873111
1986-05-01,1986,5,Baringo,34.08912212053935,50.86434316977476,23.42716768065042,-0.7160584359965478,131.0691422205705,-0.2019877130747165
1986-06-01,1986,6,Baringo,57.27364190908579,37.96506843958146,15.124655493975114,1.2766289769175818,163.82905405851514,0.5050037147775727
1986-07-01,1986,7,Baringo,37.23459866841634,50.707096555253386,15.625329322207063,-0.8622216920375326,128.5973626980415,-0.3311988880339047
1986-08-01,1986,8,Baringo,37.57409413655599,52.71282430693635,19.467189953102025,-0.7776535908290172,132.08233471405816,-0.24095911754370047
1986-09-01,1986,9,Baringo,26.94407071089133,23.653280131979887,12.947685728278392,0.25416052319868976,101.75276351586369,-0.6704695733971234
